prompt_id,diabetes_type,diabetes_label,icd_code,icd_description,complication,complication_phrase,surface_form_index,target_atc_code,target_atc_name,target_atc_l2,template_variant,split,prompt
p0451,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.59 Type 2 diabetes mellitus; complications: diabetic angiopathy. Recommended ATC class:
p0452,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,8,test,Pharmacy review for Type 2 diabetes mellitus (E11.59) with diabetic angiopathy: the most appropriate ATC group is
p0453,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.59) and diabetic angiopathy requires therapy. The ATC drug class is
p0454,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.59); diabetic angiopathy. Drug therapy (ATC) selected:
p0455,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.59), complicated by diabetic angiopathy. The standard ATC pharmacologic group is"
p0456,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,diabetic angiopathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.59 (Type 2 diabetes mellitus); current state: diabetic angiopathy. The ATC drug recommended is
p0457,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.59) presents with peripheral vascular disease. The recommended ATC drug is
p0458,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.59, with peripheral vascular disease. A plausible ATC medication class is"
p0459,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.59) and peripheral vascular disease, the ATC drug category most relevant to diabetes treatment is"
p0460,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.59 means Type 2 diabetes mellitus with other circulatory complications. The patient has peripheral vascular disease. The recommended ATC drug is
p0461,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 2 diabetes mellitus patient (code E11.59) was admitted with peripheral vascular disease. First-line ATC drug:
p0462,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.59, complicated by peripheral vascular disease. The ATC class typically prescribed is"
p0463,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E11.59 Type 2 diabetes mellitus; complications: peripheral vascular disease. Recommended ATC class:
p0464,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.59) with peripheral vascular disease: the most appropriate ATC group is
p0465,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,9,test,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.59) and peripheral vascular disease requires therapy. The ATC drug class is
p0466,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.59); peripheral vascular disease. Drug therapy (ATC) selected:
p0467,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.59), complicated by peripheral vascular disease. The standard ATC pharmacologic group is"
p0468,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,peripheral vascular disease,3,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.59 (Type 2 diabetes mellitus); current state: peripheral vascular disease. The ATC drug recommended is
p0469,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.59) presents with lower-limb circulatory disease. The recommended ATC drug is
p0470,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.59, with lower-limb circulatory disease. A plausible ATC medication class is"
p0471,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.59) and lower-limb circulatory disease, the ATC drug category most relevant to diabetes treatment is"
p0472,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,4,test,Medical coding context: diagnosis E11.59 means Type 2 diabetes mellitus with other circulatory complications. The patient has lower-limb circulatory disease. The recommended ATC drug is
p0473,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 2 diabetes mellitus patient (code E11.59) was admitted with lower-limb circulatory disease. First-line ATC drug:
p0474,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.59, complicated by lower-limb circulatory disease. The ATC class typically prescribed is"
p0475,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.59 Type 2 diabetes mellitus; complications: lower-limb circulatory disease. Recommended ATC class:
p0476,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,8,test,Pharmacy review for Type 2 diabetes mellitus (E11.59) with lower-limb circulatory disease: the most appropriate ATC group is
p0477,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.59) and lower-limb circulatory disease requires therapy. The ATC drug class is
p0478,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,10,test,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.59); lower-limb circulatory disease. Drug therapy (ATC) selected:
p0479,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,11,test,"Type 2 diabetes mellitus (code E11.59), complicated by lower-limb circulatory disease. The standard ATC pharmacologic group is"
p0480,type2,Type 2 diabetes mellitus,E11.59,Type 2 diabetes mellitus with other circulatory complications,circulatory,lower-limb circulatory disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E11.59 (Type 2 diabetes mellitus); current state: lower-limb circulatory disease. The ATC drug recommended is
